Condition,Voice_Sex,Voice,duration_ms,pitch_mean,pitch_stdev,intonation,glide,formant_dispersion,HNR,jitter,shimmer,alpha_ratio,Trustworthiness_VAS,Dominance_VAS,Attractiveness_VAS,Trustworthiness_z,Dominance_z,Attractiveness_z
AS,Female,ARD22,3144.761905,204.9517982,48.31310507,424.3934471,-53.94738626,1036.077668,10.97958803,0.012931021,0.043453628,1.892890321,159.45,150.61666666666667,129.15,-0.8299047087634975,-0.7203005993423193,-0.8905828805790522
AS,Female,CFY08,2942.834467,189.0447423,46.43035705,335.050005,-43.80154139,985.68728840000006,10.70192939,0.01652277,0.04959247,1.824599656,296.7,292.85,257.0833333333333,0.3728572702502311,0.4080701167227961,0.31732488962412564
AS,Female,CMN17,3601.043084,220.8172792,57.49415433,361.2087991,-167.8607181,1041.493726,13.41423474,0.009341507,0.037386488,1.484724065,284.15,368.85,209.13333333333333,0.2204551334766649,1.0425819139322787,-0.18508353158329002
AS,Female,DGA30,3537.709751,189.9726571,35.03533064,239.928404,-142.6872157,1007.784618,11.65893482,0.01036586,0.033770506,1.603813482,291.53333333333336,347.56666666666666,241.6,0.29864166552452925,0.8954625325421298,0.20383782500641445
AS,Female,DKY26,3192.993197,228.0978413,47.29729571,329.3778445,-124.7778126,1058.093747,12.76986011,0.013305049,0.043210597,1.772006851,260.45,207.48333333333332,265.6666666666667,0.10194377499713757,-0.26628704252573254,0.41840680271449027
AS,Female,JJE21,3290.272109,204.9801242,68.3008366,522.4615966,-146.819397,988.3593265,10.8640852,0.00998845,0.026418678,1.887036445,304.25,235.23333333333332,245.66666666666666,0.4387360902100012,-0.06226906373198783,0.19726484895310692
AS,Female,JRA04,3373.786848,207.4582907,68.21719548,465.0153642,-39.57811721,996.7744891,11.8394119,0.010960587,0.039111138,1.730433118,296.55,244.78333333333333,263.8833333333333,0.3620910180154084,0.04440363332693649,0.37945003464883004
AS,Female,KDE26,3300.47619,224.6545142,72.67852518,407.5338122,-39.37714532,963.9634598,11.70778387,0.007858004,0.03522663,1.629184909,305.8333333333333,352.45,272.4,0.4667337648591292,0.9081807257404716,0.45652115003226645
AS,Female,MKY08,2997.55102,193.9008801,41.24487031,339.4622978,-64.75057821,996.4536939,10.68481027,0.011629922,0.041205782,1.711604842,295.55,322.03333333333336,225.78333333333333,0.32051670492091566,0.6571979970876881,0.022782263151257417
AS,Female,NGE07,3449.342404,206.6762978,33.55837904,214.4337199,-40.02505768,1032.956119,12.0060731,0.008952541,0.041539798,2.038613099,327.6666666666667,240.26666666666668,335.05,0.676340612762044,0.02492090764764724,1.098205489963622
AS,Female,SGN09,3714.943311,204.1386702,25.02282416,123.177162,-72.07658794,1072.783891,12.86859538,0.007389648,0.025329865,1.820370045,254.73333333333332,197.56666666666666,246.73333333333332,-0.005202279330111777,-0.32220626939586167,0.24153431179520848
AS,Female,SHA04,3190.952381,152.8896827,46.11364859,142.7435116,-56.93196229,989.023516,10.93892346,0.009612182,0.041908359,1.669640306,289.0833333333333,276,229.95,0.24000388666380237,0.32008156658592773,0.0485008085175087
AS,Female,TRE11,2779.297052,229.7656898,29.58697717,154.6468066,-27.19496186,1052.693165,16.28617507,0.010801719,0.030970394,2.188188569,174.56666666666666,119.7,188.63333333333333,-0.6879735013783288,-0.9964964770007493,-0.30278962574224483
AS,Female,gm_F02,3352.312925,250.9144636,43.86908793,392.6418003,-74.54881409,1056.072662,14.71867981,0.009393481,0.023046092,1.665983069,240.21666666666667,252.7,204.98333333333332,-0.10605828840021254,0.1322968715041587,-0.16275208427774443
AS,Female,gm_F03,3357.913832,226.4854414,42.61695434,407.682979,-35.35089538,1089.074443,13.89192465,0.010801914,0.038445819,2.196511234,157.9,52.4,213.7,-0.9096597820588415,-1.5298367490783262,-0.14726547738186266
AS,Female,gm_F04,2839.727891,221.2338735,27.4626673,202.3451764,-16.09563307,1090.875594,12.1828165,0.014565259,0.034920866,2.410948074,221.75,176.53333333333333,238.88333333333333,-0.33080679560742,-0.5226478022012874,0.1444467868529732
AS,Female,gm_F05,3050.362812,237.5382004,53.74546538,442.8341725,-41.33222485,1029.555696,12.60539506,0.007763228,0.025438098,1.520467515,214.36666666666667,305.6333333333333,198.18333333333334,-0.3345900294449311,0.5406174611366725,-0.2464871671560883
AS,Female,gm_F06,3314.580499,241.0085496,45.17012111,390.9683934,-34.70325004,1081.859195,15.20843348,0.009413781,0.02543755,1.560880672,235.28333333333333,212.8,231.46666666666667,-0.17235059150933388,-0.2089608187685857,0.07917413395744323
AS,Female,gm_F08,2656.507937,186.562638,34.91625005,224.3115687,-52.06527629,1109.101543,11.18826673,0.010634313,0.028572978,2.135346029,219.75,278.28333333333336,188.86666666666667,-0.2917574259290624,0.2840408560463324,-0.3690159985672013
AS,Female,gm_F09,3114.965986,231.2490695,43.00611846,219.2131443,-119.912321,1087.501045,13.49906412,0.012136236,0.032536576,1.935227253,149.45,89.73333333333333,117.43333333333334,-0.9613037094585697,-1.2415819665151921,-1.0481534441689009
AS,Female,gm_F10,2857.868481,217.6687414,20.77852857,95.90328045,-46.33540315,1098.361273,14.55741274,0.00916645,0.02574362,1.884897242,209.41666666666666,206.88333333333333,211.11666666666667,-0.3754998223809353,-0.26888085297746644,-0.11535874707362
AS,Female,gm_F11,3254.353741,189.0769294,19.82774887,166.3135649,-22.03453353,1119.009896,13.50923384,0.012860076,0.027106917,2.519726438,170.88333333333333,101.78333333333333,183.1,-0.7596967928933064,-1.136588606082338,-0.4229267665560769
AS,Female,gm_F14,3608.412698,198.8053981,38.28049205,239.7838302,-151.1734912,1050.562589,13.97996817,0.0082587,0.02286821,1.83635285,197,144.31666666666666,203.88333333333333,-0.5889463377591755,-0.7769421879472975,-0.18283553893659296
AS,Female,gm_F15,2900.204082,180.1816143,68.05172599,471.8113295,-80.71642715,1068.207579,10.76167596,0.016574587000000002,0.029663541,2.058304817,347.26666666666665,309.3666666666667,254.05,0.8382527426248045,0.5455693943781379,0.3090287730997079
AS,Female,gm_F16,3278.29932,228.9333655,38.51269913,239.0400207,-29.75866957,1044.165982,12.38794723,0.009841819,0.042660682,1.588091319,263.3,222.03333333333333,243.73333333333332,0.034455506556456544,-0.15494671311421113,0.1774940900002991
AS,Female,gm_F17,2902.222222,216.3450464,16.73075021,83.34406875,-9.583860527,1028.057007,13.70167139,0.011039196,0.022866643,1.542852549,137.8,176.03333333333333,107.16666666666667,-1.0896353929936502,-0.5003831002362071,-1.1470997810144263
AS,Female,gm_F18,3421.38322,191.758288,46.28530446,174.5821952,-127.2946992,1084.148203,10.80819696,0.010350879,0.034441492,1.783788388,275.71666666666664,166.51666666666668,296.4,0.22330293397720336,-0.5551210682898178,0.7013394792320239
AS,Female,gm_F22,2794.875283,169.5817091,26.58606701,129.8464255,-112.1283645,1080.815552,11.05117248,0.009767853,0.033372701,1.74221829,270.75,281.5,232.61666666666667,0.08931671619704243,0.30327354279849095,0.08654636786175547
AS,Female,gm_F23,2884.580499,205.5252121,36.7540939,195.5419687,-59.59456754,1017.354208,10.57345041,0.012612608,0.036716944,1.732265899,283.73333333333335,273.96666666666664,308.51666666666665,0.3071472857414573,0.2708588309947805,0.8411349288597597
AS,Female,gm_F24,3078.45805,165.7651105,31.91645958,181.107273,-33.69385373,1077.230008,10.26491126,0.010796867,0.035942022,1.782452037,290.5,339.18333333333334,159.83333333333334,0.24617293548510671,0.7981855649422601,-0.61054474945323145
AS,Male,AMS16,2748.004535,138.6366809,121.4572268,472.3044656,-34.57223912,883.7428212,6.795341711,0.012484987,0.057750126,1.399239878,315.98387096774195,313.0833333333333,266.8833333333333,0.5181943506557929,0.5566697282848909,0.3639159790874795
AS,Male,APW26,2912.879819,123.8886017,48.81550483,430.0010181,0.043668433,905.41864,9.183913313,0.008516595,0.040852179,1.452328344,169.51612903225808,206.63333333333333,133.53333333333333,-0.8631529703190564,-0.3821319375367715,-0.9055248933153843
AS,Male,DLS16,3102.539683,124.8030132,120.271326,502.7058895,-27.86633231,911.1538503,7.62823017,0.015104122,0.053051292,1.634594624,306.19354838709677,339.5833333333333,274.45,0.464859738067851,0.7911887476325088,0.4441347563179584
AS,Male,MLS27,3298.163265,140.1391157,9.869967398,46.52796401,-18.07096966,969.5035958,10.85990916,0.008976941,0.056034358,1.990253737,127.45161290322581,104.51666666666667,84.86666666666666,-1.171363393958982,-1.2270137376942498,-1.346761441069009
AS,Male,MON02,3701.609977,110.377375,13.03308653,58.63858003,-40.13940013,1029.450841,11.41777672,0.010197078,0.037901907,1.666664366,285.98387096774195,193.9,176.38333333333333,0.15863173579182555,-0.47886028136499065,-0.3862814591220765
AS,Male,PMG30,3199.818594,142.744259,111.6590442,481.9185645,-0.122601765,960.608112,9.267036991,0.012933628,0.048030924,1.79100331,269.2096774193548,191.45,275.2,0.11116279089779033,-0.47947406626416533,0.5207842723673292
AS,Male,PPD02,2919.433107,91.43836507,7.129305309,35.41696493,-21.11766935,998.3538063,10.32936785,0.01684498,0.049167924,1.967022052,154.53225806451613,241.41666666666666,155.68333333333334,-0.9588785243303773,-0.08049813033968006,-0.6787827837597018
AS,Male,SHD27,2973.696145,142.7859743,85.30714981,455.1929622,-20.39708033,1050.267527,6.338164638,0.013463898,0.061456973,1.567979818,323.2903225806452,319.35,214.86666666666667,0.6125916396126889,0.6594452807913849,-0.013381982913438614
AS,Male,SSN18,3071.836735,112.8967996,14.34560371,54.68705694,-33.48399898,905.3030707,7.811016279,0.011636614,0.046000018,1.46811841,328.758064516129,298.6666666666667,282.48333333333335,0.6325736479472367,0.43365556717373865,0.6203144254264927
AS,Male,WMS16,2874.421769,119.0215125,115.4673909,429.2764065,-9.952623689,937.0762572,6.652466728,0.014753709,0.053990277,1.620248439,214.83870967741936,302.1,219.81666666666666,-0.4155902195957662,0.4771661346519969,-0.10770644120016733
AS,Male,gm_M01,3197.097506,107.7883725,70.27283686,456.5632802,-13.2553851,1084.851358,8.058935319,0.017873849,0.055284743,2.025266834,223.91935483870967,229.06666666666666,207.31666666666666,-0.32513066002550683,-0.1644432513136289,-0.0956394978717168
AS,Male,gm_M03,3104.648526,149.8215807,78.99433927,469.6512574,-41.02311672,1046.484473,9.799744015,0.011124387,0.029084137,1.550273402,245.20967741935485,151.7,137.65,-0.17998386603192898,-0.8421182959411364,-0.8000827582600766
AS,Male,gm_M04,3325.351474,133.4053727,65.6058733,500.5191301,-83.2835126,1079.738493,11.39815574,0.009372583,0.037483623,1.649945639,306.5967741935484,182.53333333333333,167.21666666666667,0.3695097188604985,-0.5520831318285303,-0.40788866198353857
AS,Male,gm_M06,2609.637188,110.9148269,6.482344478,31.93339975,-14.74271639,1019.98279,8.738567879,0.011315516,0.035310513,1.429672093,269.0806451612903,239.35,206,0.018109597264335846,-0.05053880642143562,-0.1312759907903303
AS,Male,gm_M07,2623.764172,115.5542375,39.30534482,241.0603516,-25.27443694,1053.570101,8.598008847,0.012906341,0.032412483,1.454589712,304.758064516129,262.43333333333334,261.8,0.38308086763262583,0.12509758573826713,0.3788338262945689
AS,Male,gm_M08,3383.0839,96.6557613,26.7329179,284.4607718,-9.90126513,1078.134059,9.809837802,0.017101797,0.044378115,2.006473262,143.3709677419355,190.41666666666666,143.68333333333334,-1.0652150098700612,-0.5464309273014009,-0.6854871937876396
AS,Male,gm_M10,2802.902494,119.4242708,47.38719571,332.6212999,-3.99942237,1012.731258,9.37549923,0.009852778,0.032018696,1.807564376,218.70967741935485,176.28333333333333,149.51666666666668,-0.3810320645700683,-0.5886820033815754,-0.693826421254681
AS,Male,gm_M11,2834.78458,120.0391305,10.98150632,57.73458567,-31.21697652,1029.332759,10.59201157,0.012744445,0.03650572,1.626299357,241.30645161290323,231.93333333333334,202.2,-0.17977319610850626,-0.15205575975327004,-0.18741106886332914
AS,Male,gm_M12,3244.875283,122.8139723,61.45209102,484.158023,-31.7397685,1067.430249,10.21262434,0.007668485,0.035868792,1.664169308,246.20967741935485,269.03333333333336,224.61666666666667,-0.13760474318836316,0.1808599167714144,-0.00464992254710372
AS,Male,gm_M13,3000.770975,104.3368554,46.28626017,360.6943173,-21.74553505,1030.978165,10.10908781,0.011202213,0.041891882,1.751456369,303.241935483871,304.28333333333336,260,0.37481448723214394,0.4814475632607346,0.3054176904250918
AS,Male,gm_M14,3056.530612,120.4338233,88.63203579,472.5392164,-41.10145735,1013.9886,9.316190101,0.010251824,0.037855756,1.547245558,261.2903225806452,254.66666666666666,239.3,-0.018818727415890937,0.041428602249687446,0.15975920393371226
AS,Male,gm_M15,3350.226757,109.1622308,59.67656682,478.3992187,-31.36438579,1051.775769,8.221405232,0.017280125,0.052588746,1.678513165,315.03225806451616,250.28333333333333,282.78333333333336,0.47654800055256635,0.016190129616845263,0.6424255921120665
AS,Male,gm_M16,2974.829932,103.4890025,8.785952754,38.06193805,-29.89201642,1044.794966,11.83035359,0.008662763,0.036858814,1.679109794,274.8709677419355,247.91666666666666,269.6333333333333,0.07996300954607216,-0.035125991107497784,0.41485324535595053
AS,Male,gm_M17,2852.131519,117.761797,17.77672753,78.04787396,-33.5179037,1022.379518,9.183565783,0.012623224,0.037516336,1.60298127,288.6774193548387,202.4,219.56666666666666,0.2520325803932334,-0.40101137946237364,0.01079945823533306
AS,Male,gm_M18,2549.909297,117.147811,14.32629388,67.37187848,-25.51550951,1016.799743,10.58276837,0.008131603,0.029868635,1.4364066,262.7903225806452,263.75,220.58333333333334,-0.018071547361147782,0.14018342085271318,0.06051498809574666
AS,Male,gm_M19,3373.537415,90.63675624,10.421597,48.37248733,23.88330315,1089.659827,10.36110927,0.00716368,0.028417979,1.890622107,227.75806451612902,233.76666666666668,165.43333333333334,-0.3050489714729373,-0.19343371577896398,-0.48473175276274216
AS,Male,gm_M20,2767.188209,157.0059008,98.15054742,462.6769777,284.5423458,1074.971366,8.942680867,0.014495701,0.03372612,1.561081799,329.96774193548384,210.9,225.08333333333334,0.6304947286444033,-0.3077514120941923,0.0524199608411914
AS,Male,gm_M21,2956.122449,128.527518,109.1889503,500.6010302,-48.07017569,1033.302225,7.865087972,0.011999145,0.062679935,1.584110062,245.3709677419355,296.3833333333333,179.96666666666667,-0.09409227493242373,0.41152105146750423,-0.352419266136819
AS,Male,gm_M22,2813.764172,91.86359332,5.725900347,37.55742583,-8.768884776,1010.700814,9.214592393,0.013697008,0.044819905,1.598237859,255.3548387096774,243.55,239.6,-0.09821603920786735,-0.04376907607634057,0.17208020622860415
AS,Male,gm_M23,2964.557823,120.9639757,73.26680085,392.0773242,-12.55792553,1095.929859,11.76946099,0.015355281,0.039872559,1.887707822,249.16129032258064,155.35,209.23333333333332,-0.14566854531856105,-0.7648606320255016,-0.12520087712648112
AW,Female,ARD22,462.6984127,181.6796846,47.79539513,155.0928674,79.20320628,1092.567505,5.790777172,0.014417776,0.048917571,1.765721414,227.8,214.83333333333334,184.41666666666666,-0.22887417227569698,-0.18318745508070186,-0.3474876602918562
AW,Female,CFY08,457.6870748,174.7104567,22.24287493,65.43255939,27.49407584,936.9394953,5.594289992,0.028460634,0.064294921,1.595428017,265.96666666666664,297.8,223.08333333333334,0.10952778752048789,0.47839654858372166,-0.005644810909552416
AW,Female,CMN17,578.61678,189.8903964,27.166915,136.9135687,-0.723235765,1089.063407,3.847518166,0.01419229,0.049431186,1.713307082,292.8,305.3833333333333,216.4,0.3384012597594765,0.5563392204804148,-0.03052240609866815
AW,Female,DGA30,518.4353741,134.5296395,23.45819487,70.09434443,-60.7156761,1009.022743,3.851009968,0.005908947,0.045526245,1.545010699,318.95,397.4166666666667,269.18333333333334,0.5116495179695383,1.31598293368281,0.4691742528746855
AW,Female,DKY26,439.3197279,210.0960803,25.36769187,106.0995895,-4.024131632,1100.704354,11.8975098,0.013378854,0.048761252,1.717279684,282.43333333333334,214.78333333333333,248.6,0.29488364213923374,-0.18279279513358293,0.2694087892286801
AW,Female,JJE21,523.9229025,143.8669287,49.535738189999996,131.7164113,-109.4374608,1007.790684,11.11424282,0.007144243,0.016376194,1.607182767,283.96666666666664,301.3,276.1,0.20321065699909094,0.5131554242922115,0.5554596802175578
AW,Female,JRA04,624.1723356,140.1532389,47.28878811,117.7227527,-91.56348271,1039.631222,9.247071567,0.009152652,0.031977983,1.65326831,269.06666666666666,231.18333333333334,254.51666666666668,0.11238577170924194,-0.09766025823908221,0.32362950621208486
AW,Female,KDE26,471.2244898,192.3411978,96.4174837,331.2828599,-48.54073262,857.9733821,5.869473839,0.01322997,0.063383955,1.46135336,256.73333333333335,347.68333333333334,204.13333333333333,0.002191872499710487,0.8714575667884538,-0.20036218502760822
AW,Female,MKY08,449.2743764,110.031945,38.23682624,98.99303354,-76.31673524,985.422595,6.709754361,0.011213674,0.070056276,1.64100562,291,303.0833333333333,250.61666666666667,0.32540900828078206,0.5146989026509335,0.2386899932850701
AW,Female,NGE07,579.2290249,202.5210168,7.948276148,30.72373436,8.523378679,1056.103449,9.801993323,0.004932102,0.019986989,1.749630815,305.81666666666666,241.26666666666668,314.48333333333335,0.48010677565868093,-0.019646477391822136,0.8955987091390322
AW,Female,SGN09,509.7959184,189.1880199,61.46306732,361.7356983,-36.4537461,1080.736741,13.83791208,0.004016786,0.019728298,1.616169472,305.8,276.73333333333335,292.98333333333335,0.4561488435387305,0.28220136929830864,0.7110590380884976
AW,Female,SHA04,479.4331066,140.3456915,33.73882038,106.1859805,83.38398991,1011.42952,12.20544182,0.006358231,0.036451058,1.447713008,247.65,294.65,210.2,-0.1269898131740627,0.40836293798922585,-0.09001297094363103
AW,Female,TRE11,433.8095238,236.0862438,5.877749083,20.44041423,-9.246307678,1028.0134,16.12479206,0.004497011,0.013372989,1.795787133,239.56666666666666,102.35,243.55,-0.04755283137764177,-1.1225547786234462,0.2012395944544492
AW,Female,gm_F02,510.1360544,215.2053269,16.31857103,71.38913707,-25.68208824,1257.003486,14.14329321,0.004722942,0.022350442,1.681368823,307.4,268.26666666666665,310.8666666666667,0.49208395585540005,0.23471240787374759,0.8878185818250804
AW,Female,gm_F03,475.0566893,258.9550029,122.8769823,380.1556522,295.1267767,1027.624506,10.65589343,0.013916195,0.069422333,1.286036668,198.38333333333333,110.41666666666667,217.71666666666667,-0.4298755092740758,-1.0614429400212755,-0.032746248497137816
AW,Female,gm_F04,363.5147392,193.9681516,9.051816076,35.15018249,2.569716331,1108.290567,11.24662017,0.009291705,0.028099088,2.044264682,208.18333333333334,222.18333333333334,215.96666666666667,-0.3849652110660509,-0.20042671771532045,-0.07413068676434845
AW,Female,gm_F05,410,158.3887596,53.3974067,137.6110956,-103.5531427,1033.596008,5.885923114,0.014767948,0.028162473,1.517055015,171.61666666666667,256.35,141.06666666666666,-0.7764926809784592,0.07744922887656425,-0.7960325948543964
AW,Female,gm_F06,471.7687075,226.2244106,93.89270676,383.1980448,214.0348547,1036.968575,12.14727958,0.007350766,0.026992431,1.609325662,234.48333333333332,213.1,220.9,-0.13529527243161105,-0.25662882810857096,0.010623654520888997
AW,Female,gm_F08,419.8866213,131.9595986,47.52169047,122.1819037,47.9574553,1107.931231,6.691841744,0.015236727,0.051651001,1.7970426,273.35,290.18333333333334,222.11666666666667,0.1311793784565999,0.3874531202425785,-0.005927436065496683
